"X1","X2","X3","X4","X5","X6","X7","X8","y"
1.59623547754553,1.71812864401826,1.95055075840119,2.37433771212081,1.67396850719696,0.579952400589305,0.442452380003369,0.158322246584298,15.844272416619
-2.01098947049497,-1.0686905928347,-1.09557858498086,-2.80309072323263,-0.415255672337976,-0.7459305200078,-1.63816480555197,-1.36258812162067,-9.82893607230445
-0.0018462257255453,0.321204104901196,0.471554828294705,0.712619564730091,-0.480400152487642,0.015047319309092,-0.428936368799371,-0.696398956692716,0.846409222228816
0.482104815648987,0.860574843346335,1.20998135030843,0.247780406636704,0.220775309571615,1.70398344890666,1.29064313413436,2.40572083593386,1.67429775653188
0.204518444813159,-0.0321954806740299,-0.541235446883368,0.360636488227436,-0.597245736916497,-0.602765917202862,-0.18221110896886,-1.31379682420462,-3.36042698524331
0.555250814027243,-0.904178962306774,0.198345442626815,0.205081070101954,-0.164087909456713,-0.492577503214278,-0.64642946609828,-0.360508750241582,0.766907949922827
0.498675499745643,-0.449326992382634,0.106594004631652,0.614786898425589,0.373289292631845,0.831610426771021,0.311496955108263,0.629667962537091,3.38888591921234
0.596412195771195,-0.838946709169134,0.0014174559915504,-0.313863770980997,-0.284621790782983,0.330801380245565,-0.0490485868566044,0.434534701081153,-1.13042994153097
1.29504155436075,3.3916438176989,1.40966511265825,1.51795144881085,1.19934317226457,1.01221767451738,2.4479500810274,1.95712446919204,18.0603146360806
1.42243642074001,0.722610624465883,2.29585739558047,0.79027223919205,0.0853649162418334,0.678192795495073,0.0479615186946922,0.545518634908309,4.50113616876052
0.963759738386823,0.449523757117348,0.474272831345795,-0.130172241857007,0.669064997313285,1.69693975657586,-0.122329291944781,0.678787816724371,0.660499858863293
0.323857737897583,-0.953752815228394,-0.636939776647278,-0.390833622703014,0.623369768040599,0.262286691891838,0.871731430203456,-0.37460665804199,1.82332304019002
-0.255950839934659,-1.48213801202443,-1.94386825477619,-1.3046564823381,0.833766821433869,0.422961120497669,-0.538117796642253,-1.05672601265625,-1.00236899834975
